Borough;Neighbourhood;Street
Praga Po³udnie;Olszynka Grochowska;Szklanych Domów
Praga Po³udnie;Olszynka Grochowska;Sztabowa
Praga Po³udnie;Olszynka Grochowska;Wiarusów
Praga Po³udnie;Olszynka Grochowska;Witoliñska
Praga Po³udnie;Olszynka Grochowska;Wspólna Droga
Praga Po³udnie;Olszynka Grochowska;Za³ê¿e
Praga Po³udnie;Olszynka Grochowska;Zapa³czana
Praga Po³udnie;Saska Kêpa;Adampolska
Praga Po³udnie;Saska Kêpa;Afrykañska
Praga Po³udnie;Saska Kêpa;Aleja Jerzego Waszyngtona
Praga Po³udnie;Saska Kêpa;Alfreda Nobla
Praga Po³udnie;Saska Kêpa;Alzacka
Praga Po³udnie;Saska Kêpa;Angorska
Praga Po³udnie;Saska Kêpa;Arabska
Praga Po³udnie;Saska Kêpa;Argentyñska
Praga Po³udnie;Saska Kêpa;Ateñska
Praga Po³udnie;Saska Kêpa;Bajoñska
Praga Po³udnie;Saska Kêpa;Berezyñska
Praga Po³udnie;Saska Kêpa;Berneñska
Praga Po³udnie;Saska Kêpa;Brac³awska
Praga Po³udnie;Saska Kêpa;Brazylijska
Praga Po³udnie;Saska Kêpa;Brukselska
Praga Po³udnie;Saska Kêpa;Brygady Poœcigowej
Praga Po³udnie;Saska Kêpa;Bu³garska
Praga Po³udnie;Saska Kêpa;Busolowa
Praga Po³udnie;Saska Kêpa;Cyrklowa
Praga Po³udnie;Saska Kêpa;Czeska
Praga Po³udnie;Saska Kêpa;D¹browiecka
Praga Po³udnie;Saska Kêpa;D¹brówki
Praga Po³udnie;Saska Kêpa;Drezdeñska
Praga Po³udnie;Saska Kêpa;Egipska
Praga Po³udnie;Saska Kêpa;Elsterska
Praga Po³udnie;Saska Kêpa;Estoñska
Praga Po³udnie;Saska Kêpa;Fieldorfa Augusta Emila „Nila”, gen.
Praga Po³udnie;Saska Kêpa;Finlandzka
Praga Po³udnie;Saska Kêpa;Francuska
Praga Po³udnie;Saska Kêpa;Galijska
Praga Po³udnie;Saska Kêpa;Genewska
Praga Po³udnie;Saska Kêpa;Grecka
Praga Po³udnie;Saska Kêpa;Gruziñska
Praga Po³udnie;Saska Kêpa;Holenderska
Praga Po³udnie;Saska Kêpa;Indyjska
Praga Po³udnie;Saska Kêpa;Irlandzka
Praga Po³udnie;Saska Kêpa;Jakubowska
Praga Po³udnie;Saska Kêpa;Kanadyjska
Praga Po³udnie;Saska Kêpa;Katowicka
Praga Po³udnie;Saska Kêpa;Kinowa
Praga Po³udnie;Saska Kêpa;Koreañska
Praga Po³udnie;Saska Kêpa;Królowej Aldony
Praga Po³udnie;Saska Kêpa;Kryniczna
Praga Po³udnie;Saska Kêpa;Kubañska
Praga Po³udnie;Saska Kêpa;Kumanieckiego Kazimierza, al.
Praga Po³udnie;Saska Kêpa;Kwarciana
Praga Po³udnie;Saska Kêpa;Latyczowska
Praga Po³udnie;Saska Kêpa;Libijska
Praga Po³udnie;Saska Kêpa;Lipska
Praga Po³udnie;Saska Kêpa;Lizboñska
Praga Po³udnie;Saska Kêpa;Londyñska
Praga Po³udnie;Saska Kêpa;Lotaryñska
Praga Po³udnie;Saska Kêpa;£otewska
Praga Po³udnie;Saska Kêpa;Marokañska
Praga Po³udnie;Saska Kêpa;Meksykañska
Praga Po³udnie;Saska Kêpa;Miêdzyborska
Praga Po³udnie;Saska Kêpa;Miêdzynarodowa
Praga Po³udnie;Saska Kêpa;Most Ksiêcia Józefa Poniatowskiego
Praga Po³udnie;Saska Kêpa;Most £azienkowski
Praga Po³udnie;Saska Kêpa;Most Œwiêtokrzyski
Praga Po³udnie;Saska Kêpa;Motorowa
Praga Po³udnie;Saska Kêpa;Niek³añska
Praga Po³udnie;Saska Kêpa;Nubijska
Praga Po³udnie;Saska Kêpa;Nurska
Praga Po³udnie;Saska Kêpa;Obroñców
Praga Po³udnie;Saska Kêpa;Paryska
Praga Po³udnie;Saska Kêpa;Peszteñska
Praga Po³udnie;Saska Kêpa;Plac Przymierza
Praga Po³udnie;Saska Kêpa;Poselska
Praga Po³udnie;Saska Kêpa;Rondo Jerzego Waszyngtona
Praga Po³udnie;Saska Kêpa;Rzymska
Praga Po³udnie;Saska Kêpa;Saska
Praga Po³udnie;Saska Kêpa;Skwer Ryski
Praga Po³udnie;Saska Kêpa;Stanów Zjednoczonych, al.
Praga Po³udnie;Saska Kêpa;Styki Jana
Praga Po³udnie;Saska Kêpa;Szczuczyñska
Praga Po³udnie;Saska Kêpa;Urugwajska
Praga Po³udnie;Saska Kêpa;Walecznych
Praga Po³udnie;Saska Kêpa;Wa³ Miedzeszyñski
Praga Po³udnie;Saska Kêpa;Wandy
Praga Po³udnie;Saska Kêpa;W¹chocka
Praga Po³udnie;Saska Kêpa;Wersalska
Praga Po³udnie;Saska Kêpa;Wzorcowa
Praga Po³udnie;Saska Kêpa;Zagójska
Praga Po³udnie;Saska Kêpa;Zakopiañska
Praga Po³udnie;Saska Kêpa;Zgierska
Praga Po³udnie;Saska Kêpa;Z³oczowska
Praga Po³udnie;Saska Kêpa;Zwyciêzców
Praga Pó³noc;Nowa Praga;11 Listopada
Praga Pó³noc;Nowa Praga;Aleja „Solidarnoœci”
Praga Pó³noc;Nowa Praga;Brechta Bertolta
Praga Pó³noc;Nowa Praga;Czynszowa
Praga Pó³noc;Nowa Praga;D¹browszczaków
Praga Pó³noc;Nowa Praga;Harnasie
Praga Pó³noc;Nowa Praga;In¿ynierska
Praga Pó³noc;Nowa Praga;Jagielloñska
Praga Pó³noc;Nowa Praga;Janusza Groszkowskiego
Praga Pó³noc;Nowa Praga;Kameralna
Praga Pó³noc;Nowa Praga;Kamienna
Praga Pó³noc;Nowa Praga;Karola Darwina
Praga Pó³noc;Nowa Praga;Konopacka
Praga Pó³noc;Nowa Praga;Kowelska
Praga Pó³noc;Nowa Praga;Kowieñska
Praga Pó³noc;Nowa Praga;Letnia
Praga Pó³noc;Nowa Praga;Lêborska
Praga Pó³noc;Nowa Praga;Linneusza Karola
Praga Pó³noc;Nowa Praga;Lisieckiego Kazimierza „Dziadka”, al.
Praga Pó³noc;Nowa Praga;£ukasiñskiego Waleriana
Praga Pó³noc;Nowa Praga;Ma³a
Praga Pó³noc;Nowa Praga;M³ota Jana
Praga Pó³noc;Nowa Praga;Namys³owska
Praga Pó³noc;Nowa Praga;Nusbauma-Hilarowicza Józefa
Praga Pó³noc;Nowa Praga;Plac Hallera Józefa, gen.
Praga Pó³noc;Nowa Praga;Plac Wileñski
Praga Pó³noc;Nowa Praga;Ratuszowa
Praga Pó³noc;Nowa Praga;Skoczylasa W³adys³awa
Praga Pó³noc;Nowa Praga;Skwer ks. Stefana Niedzielaka
Praga Pó³noc;Nowa Praga;Skwer p³k. Antoniego W³adys³awa ¯urowskiego
Praga Pó³noc;Nowa Praga;Stalowa
Praga Pó³noc;Nowa Praga;Starzyñskiego Stefana
Praga Pó³noc;Nowa Praga;Stolarska
Praga Pó³noc;Nowa Praga;Strzelecka
Praga Pó³noc;Nowa Praga;Szanajcy Józefa
Praga Pó³noc;Nowa Praga;Szwedzka
Praga Pó³noc;Nowa Praga;Szymanowskiego Karola
Praga Pó³noc;Nowa Praga;Œrodkowa
Praga Pó³noc;Nowa Praga;Œwiêtych Cyryla i Metodego
Praga Pó³noc;Nowa Praga;Tadeusza Borowskiego
Praga Pó³noc;Nowa Praga;Wenantego Burdziñskiego
Praga Pó³noc;Nowa Praga;Wileñska
Praga Pó³noc;Nowa Praga;Wybrze¿e Helskie
Praga Pó³noc;Nowa Praga;Zaokopowa
Praga Pó³noc;Pelcowizna;Batalionu Platerówek
Praga Pó³noc;Pelcowizna;Golêdzinowska
Praga Pó³noc;Pelcowizna;Instytutowa
Praga Pó³noc;Pelcowizna;Jagielloñska
Praga Pó³noc;Pelcowizna;Justyny Budziñskiej-Tylickiej
Praga Pó³noc;Pelcowizna;Kotsisa Aleksandra
Praga Pó³noc;Pelcowizna;Niemeñska
Praga Pó³noc;Pelcowizna;Nieszawska
Praga Pó³noc;Pelcowizna;Szernera W³adys³awa
Praga Pó³noc;Pelcowizna;Witkiewicza Stanis³awa
Praga Pó³noc;Pelcowizna;Wojciecha Gersona
Praga Pó³noc;Pelcowizna;Wybrze¿e Puckie
Praga Pó³noc;Stara Praga;Aleja „Solidarnoœci”
Praga Pó³noc;Stara Praga;Blaszana
Praga Pó³noc;Stara Praga;Floriañska
Praga Pó³noc;Stara Praga;Jagielloñska
Praga Pó³noc;Stara Praga;Jasiñskiego Jakuba
Praga Pó³noc;Stara Praga;Józefa Sierakowskiego
Praga Pó³noc;Stara Praga;Kêpna
Praga Pó³noc;Stara Praga;Kijowska
Praga Pó³noc;Stara Praga;K³opotowskiego Ignacego, ks.
Praga Pó³noc;Stara Praga;Krowia
Praga Pó³noc;Stara Praga;Mackiewicza Antoniego
Praga Pó³noc;Stara Praga;Marcinkowskiego Karola
Praga Pó³noc;Stara Praga;Markowska
Praga Pó³noc;Stara Praga;Most Œl¹sko-D¹browski
Praga Pó³noc;Stara Praga;Olszowa
Praga Pó³noc;Stara Praga;Panieñska
Praga Pó³noc;Stara Praga;Plac Weteranów 1863 Roku
Praga Pó³noc;Stara Praga;Plac Wileñski
Praga Pó³noc;Stara Praga;Siwca Ryszarda
Praga Pó³noc;Stara Praga;Sprzeczna
Praga Pó³noc;Stara Praga;Stefana Okrzei
Praga Pó³noc;Stara Praga;Wiosenna
Praga Pó³noc;Stara Praga;Wrzesiñska
Praga Pó³noc;Stara Praga;Wybrze¿e Szczeciñskie
Praga Pó³noc;Stara Praga;Zamoyskiego Jana
Praga Pó³noc;Stara Praga;Zatylna
Praga Pó³noc;Stara Praga;Z¹bkowska
Praga Pó³noc;Szmulowizna;Aleja „Solidarnoœci”
Praga Pó³noc;Szmulowizna;Aleja Tysi¹clecia
Praga Pó³noc;Szmulowizna;Bia³ostocka
Praga Pó³noc;Szmulowizna;Bir¿añska
Praga Pó³noc;Szmulowizna;Boruty
Praga Pó³noc;Szmulowizna;Brzeska
Praga Pó³noc;Szmulowizna;Folwarczna
Praga Pó³noc;Szmulowizna;Grajewska
Praga Pó³noc;Szmulowizna;Grodzieñska
Praga Pó³noc;Szmulowizna;Jadowska
Praga Pó³noc;Szmulowizna;Kawêczyñska
Praga Pó³noc;Szmulowizna;Kijowska
Praga Pó³noc;Szmulowizna;Korsaka Tadeusza
Praga Pó³noc;Szmulowizna;Kosmowskiej Ireny
Praga Pó³noc;Szmulowizna;Kozia Górka
Praga Pó³noc;Szmulowizna;£ochowska
Praga Pó³noc;Szmulowizna;£om¿yñska
Praga Pó³noc;Szmulowizna;Micha³owska
Praga Pó³noc;Szmulowizna;Naczelnikowska
Praga Pó³noc;Szmulowizna;Nieporêcka
Praga Pó³noc;Szmulowizna;Nowa
Praga Pó³noc;Szmulowizna;Objazdowa
Praga Pó³noc;Szmulowizna;Otwocka
Praga Pó³noc;Szmulowizna;Podlaska
Praga Pó³noc;Szmulowizna;Radzymiñska
Praga Pó³noc;Szmulowizna;Siedlecka
Praga Pó³noc;Szmulowizna;Œnie¿na
Praga Pó³noc;Szmulowizna;Tarchomiñska
Praga Pó³noc;Szmulowizna;Targowa
Praga Pó³noc;Szmulowizna;Wieczorkiewicza Bronis³awa
Praga Pó³noc;Szmulowizna;Wojnicka
Praga Pó³noc;Szmulowizna;Wo³omiñska
Praga Pó³noc;Szmulowizna;Zachariasza
Rembertów;Kawêczyn-Wygoda;Agrarna
Rembertów;Kawêczyn-Wygoda;Oraczy
Rembertów;Kawêczyn-Wygoda;Podhalañska
Rembertów;Kawêczyn-Wygoda;Poœwiêtna
Rembertów;Kawêczyn-Wygoda;PowroŸnicza
Rembertów;Kawêczyn-Wygoda;Stelmachów
Rembertów;Kawêczyn-Wygoda;Stê¿ycka
Rembertów;Kawêczyn-Wygoda;Stra¿acka
Rembertów;Kawêczyn-Wygoda;Szkutników
Rembertów;Kawêczyn-Wygoda;Szymañskiego Józefa
Rembertów;Kawêczyn-Wygoda;Œwietlicka
Rembertów;Kawêczyn-Wygoda;Toporowska
Rembertów;Kawêczyn-Wygoda;Traczy
Rembertów;Nowy Rembertów;Antoniego Chruœciela Montera
Rembertów;Nowy Rembertów;Arsenalska
Rembertów;Nowy Rembertów;Dokerów
Rembertów;Nowy Rembertów;Dwóch Mieczy
Rembertów;Nowy Rembertów;Dzia³yñczyków
Rembertów;Nowy Rembertów;Fizylierów
Rembertów;Nowy Rembertów;Gembarzewskiego Bronis³awa
Rembertów;Nowy Rembertów;Giermków
Rembertów;Nowy Rembertów;Kuglarska
Rembertów;Nowy Rembertów;Markietanki
Rembertów;Nowy Rembertów;Notarialna
Rembertów;Nowy Rembertów;P³atnerska
Rembertów;Nowy Rembertów;Pociskowa
Rembertów;Nowy Rembertów;Przedœwit
Rembertów;Nowy Rembertów;Zdrowotna
Rembertów;Nowy Rembertów;Zes³añców Polskich
Rembertów;Nowy Rembertów;¯eligowskiego Lucjana gen
Rembertów;Nowy Rembertów;¯o³nierska
Rembertów;Stary Rembertów;Admiralska
Rembertów;Stary Rembertów;Aleja Sztandarów
Rembertów;Stary Rembertów;Bombardierów
Rembertów;Stary Rembertów;Czerwonych Beretów
Rembertów;Stary Rembertów;Frontowa
Rembertów;Stary Rembertów;Gierczak Emilii
Rembertów;Stary Rembertów;Kadrowa
Rembertów;Stary Rembertów;Kramarska
Rembertów;Stary Rembertów;Madziarów
Rembertów;Stary Rembertów;Magenta
Rembertów;Stary Rembertów;Masztalerska
Rembertów;Stary Rembertów;Mieczys³awa Niedzia³kowskiego
Rembertów;Stary Rembertów;Mokry £ug
Rembertów;Stary Rembertów;Okurza³ego Micha³a
Rembertów;Stary Rembertów;Orbity
Rembertów;Stary Rembertów;Pacholêca
Rembertów;Stary Rembertów;Paderewskiego Ignacego Jana
Rembertów;Stary Rembertów;Pastuszków
Rembertów;Stary Rembertów;Pielgrzymów
Rembertów;Stary Rembertów;Pilarzy
Rembertów;Stary Rembertów;Plutonowych
Rembertów;Stary Rembertów;Pontonierów
Rembertów;Stary Rembertów;Pos³añców
Rembertów;Stary Rembertów;Przebieg
Rembertów;Stary Rembertów;Przew³ocka
Rembertów;Stary Rembertów;Puszkarzy
Rembertów;Stary Rembertów;Rondo Kazimierza Granzowa
Rembertów;Stary Rembertów;Sobiborska
Rembertów;Stary Rembertów;Solferino
Rembertów;Stary Rembertów;Stra¿acka
Rembertów;Stary Rembertów;Strycharska
Rembertów;Stary Rembertów;Suflerska
Rembertów;Stary Rembertów;Szafarzy
Rembertów;Stary Rembertów;Szatkowników
Rembertów;Stary Rembertów;Szeflera W³adys³awa „W³ada”
Rembertów;Stary Rembertów;Szewska
Rembertów;Stary Rembertów;Sztukatorska
Rembertów;Stary Rembertów;Szyszaków
Rembertów;Stary Rembertów;U³añska
Rembertów;Stary Rembertów;Zawiszaków
Rembertów;Stary Rembertów;Zawodowa
Rembertów;Stary Rembertów;Zecerska
Rembertów;Stary Rembertów;Ziemskiego „Wachnowskiego” Karola gen.
Rembertów;Stary Rembertów;Zygmunta III
Œródmieœcie;Muranów;Aleja Jana Paw³a II
Œródmieœcie;Muranów;Alka Dawidowskiego
Œródmieœcie;Muranów;Barokowa
Œródmieœcie;Muranów;Bohaterów Getta
Œródmieœcie;Muranów;Burakowska
Œródmieœcie;Muranów;Corazziego Antonia
Œródmieœcie;Muranów;D³uga
Œródmieœcie;Muranów;D³uga
Œródmieœcie;Muranów;Dzielna
Œródmieœcie;Muranów;Dzika
Œródmieœcie;Muranów;Edelmana Marka
Œródmieœcie;Muranów;Esperanto
Œródmieœcie;Muranów;gen. W³adys³awa Andersa
Œródmieœcie;Muranów;Gomulickiego Wiktora
Œródmieœcie;Muranów;Inflancka
Œródmieœcie;Muranów;Józefa Bellottiego
Œródmieœcie;Muranów;Karmelicka
Œródmieœcie;Muranów;Kokarda
Œródmieœcie;Muranów;Konwiktorska
Œródmieœcie;Muranów;Lewartowskiego Józefa
Œródmieœcie;Muranów;Mi³a
Œródmieœcie;Muranów;Mordechaja Anielewicza
Œródmieœcie;Muranów;Most Gdañski
Œródmieœcie;Muranów;Muranowska
Œródmieœcie;Muranów;Nalewki
Œródmieœcie;Muranów;Niska
Œródmieœcie;Muranów;Nowiniarska
Œródmieœcie;Muranów;Nowolipie
Œródmieœcie;Muranów;Nowolipki
Œródmieœcie;Muranów;Pasa¿ Englerta Adama
Œródmieœcie;Muranów;Plac Szczepaniaka W³adys³awa
Œródmieœcie;Muranów;Pokorna
Œródmieœcie;Muranów;Skwer Batalionu Harcerskiego AK „Wigry”
Œródmieœcie;Muranów;Skwer Matki Sybiraczki
Œródmieœcie;Muranów;Skwer Szmula Zygelbojma
Œródmieœcie;Muranów;Skwer Tekli B¹darzewskiej
Œródmieœcie;Muranów;Skwer WiêŸniów Politycznych Stalinizmu
Œródmieœcie;Muranów;Skwer Willyego Brandta
Œródmieœcie;Muranów;S³omiñskiego Zygmunta
Œródmieœcie;Muranów;Stanis³awa Dubois
Œródmieœcie;Muranów;Stawki
Œródmieœcie;Muranów;Œwiêtojerska
Œródmieœcie;Muranów;Wa³owa
Œródmieœcie;Muranów;Zamenhofa Ludwika
Œródmieœcie;Muranów;Zimna
Œródmieœcie;Nowe Miasto;Bonifraterska
Œródmieœcie;Nowe Miasto;Browarna
Œródmieœcie;Nowe Miasto;Bulwar Jana Karskiego
Œródmieœcie;Nowe Miasto;Ciasna
Œródmieœcie;Nowe Miasto;D³uga
Œródmieœcie;Nowe Miasto;D³uga
Œródmieœcie;Nowe Miasto;Dowcip
Œródmieœcie;Nowe Miasto;Dreptak Mirona Bia³oszewskiego
Œródmieœcie;Nowe Miasto;Drewniana
Œródmieœcie;Nowe Miasto;Dymiñska
Œródmieœcie;Nowe Miasto;Fondamiñskiego Edwarda
Œródmieœcie;Nowe Miasto;Franciszkañska
Œródmieœcie;Nowe Miasto;Freta
Œródmieœcie;Nowe Miasto;Gomulickiego Wiktora
Œródmieœcie;Nowe Miasto;Juliana Bartoszewicza
Œródmieœcie;Nowe Miasto;Kaczyñskiego Tadeusza, al.
Œródmieœcie;Nowe Miasto;Koœcielna
Œródmieœcie;Nowe Miasto;KoŸla
Œródmieœcie;Nowe Miasto;Kredytowa
Œródmieœcie;Nowe Miasto;Levittoux Karola
Œródmieœcie;Nowe Miasto;Miodowa
Œródmieœcie;Nowe Miasto;Mostowa
Œródmieœcie;Nowe Miasto;Piesza
Œródmieœcie;Nowe Miasto;Plac Krasiñskich
Œródmieœcie;Nowe Miasto;Przyrynek
Œródmieœcie;Nowe Miasto;Romana Sanguszki
Œródmieœcie;Nowe Miasto;Rybaki
Œródmieœcie;Nowe Miasto;Rynek Nowego Miasta
Œródmieœcie;Nowe Miasto;Samborska
Œródmieœcie;Nowe Miasto;Sapie¿yñska
Œródmieœcie;Nowe Miasto;Stara
Œródmieœcie;Nowe Miasto;Szymanowska
Œródmieœcie;Nowe Miasto;Œwiêtojerska
Œródmieœcie;Nowe Miasto;Telakowskiej Wandy
Œródmieœcie;Nowe Miasto;Wenedów
Œródmieœcie;Nowe Miasto;W³odzimierza Dolañskiego
Œródmieœcie;Nowe Miasto;Wybrze¿e Gdañskie
Œródmieœcie;Nowe Miasto;Zakroczymska
Œródmieœcie;Powiœle;Aleja „Solidarnoœci”
Œródmieœcie;Powiœle;Bednarska
Œródmieœcie;Powiœle;Cicha
Œródmieœcie;Powiœle;Dynasy
Œródmieœcie;Powiœle;Elektryczna
Œródmieœcie;Powiœle;Gomulickiego Wiktora
Œródmieœcie;Powiœle;Jaracza Stefana
Œródmieœcie;Powiœle;Karowa
Œródmieœcie;Powiœle;Krywulta Aleksandra
Œródmieœcie;Powiœle;Leszczyñska
Œródmieœcie;Powiœle;Lipowa
Œródmieœcie;Powiœle;Mariensztat
Œródmieœcie;Powiœle;Mieczys³awa Or³owicza
Œródmieœcie;Powiœle;Most Ksiêcia Józefa Poniatowskiego
Œródmieœcie;Powiœle;Most Œwiêtokrzyski
Œródmieœcie;Powiœle;Nowy Zjazd
Œródmieœcie;Powiœle;Plac Wóycickiej Zofii
Œródmieœcie;Powiœle;Radna
Œródmieœcie;Powiœle;Rynek Mariensztacki
Œródmieœcie;Powiœle;Skwer Fijewskich
Œródmieœcie;Powiœle;"Skwer kpt. Stanis³awa Skibniewskiego ""Cubryny"""
Œródmieœcie;Powiœle;Skwer p³k. dr. Leona Strehla
Œródmieœcie;Powiœle;Skwer Radiowej Rodziny Matysiaków
Œródmieœcie;Powiœle;Skwer Samuela Orgelbranda
Œródmieœcie;Powiœle;Skwer Stanis³awa Jankowskiego „Agatona”
Œródmieœcie;Powiœle;Skwer Tadeusza Kahla
Œródmieœcie;Powiœle;Skwer Zgrupowania AK „Róg”
Œródmieœcie;Powiœle;Sowia
Œródmieœcie;Powiœle;Œcie¿ka ks. Bronka Bozowskiego
Œródmieœcie;Powiœle;Tamka
Œródmieœcie;Powiœle;Topiel
Œródmieœcie;Powiœle;Wioœlarska
Œródmieœcie;Powiœle;Wiœlana
Œródmieœcie;Powiœle;Wybrze¿e Koœciuszkowskie
Œródmieœcie;Solec;Aleja 3 Maja
Œródmieœcie;Solec;Aleje Jerozolimskie
Œródmieœcie;Solec;Czerniakowska
Œródmieœcie;Solec;Czerwonego Krzy¿a
Œródmieœcie;Solec;Dmochowskiego Franciszka Ksawerego
Œródmieœcie;Solec;Dobra
Œródmieœcie;Solec;Fabryczna
Œródmieœcie;Solec;Gomulickiego Wiktora
Œródmieœcie;Solec;Górnoœl¹ska
Œródmieœcie;Solec;Herberta Zbigniewa
Œródmieœcie;Solec;Hoene-Wroñskiego Józefa
Œródmieœcie;Solec;IdŸkowskiego Adama
Œródmieœcie;Solec;Ignacego Potockiego
Œródmieœcie;Solec;Jezierskiego Franciszka Salezego
Œródmieœcie;Solec;KoŸmiñska
Œródmieœcie;Solec;Kruczkowskiego Leona
Œródmieœcie;Solec;Ksi¹¿êca
Œródmieœcie;Solec;Ludna
Œródmieœcie;Solec;Miechowska
Œródmieœcie;Solec;Nulla Franciszka
Œródmieœcie;Solec;Okr¹g
Œródmieœcie;Solec;Profesorska
Œródmieœcie;Solec;Przemys³owa
Œródmieœcie;Solec;Przystaniowa
Œródmieœcie;Solec;Rozbrat
Œródmieœcie;Solec;Skwer Batalionu AK „Mi³osz”
Œródmieœcie;Solec;Skwer Miros³awa Iringha
Œródmieœcie;Solec;Skwer p³k. dr. Leona Strehla
Œródmieœcie;Solec;Smulikowskiego Juliana
Œródmieœcie;Solec;Solec
Œródmieœcie;Solec;Stanka Józefa, ks., al.
Œródmieœcie;Solec;Szara
Œródmieœcie;Solec;Œniegockiej Cecylii
Œródmieœcie;Solec;œw. Franciszka Salezego
Œródmieœcie;Solec;Wilanowska
Œródmieœcie;Solec;Wybrze¿e Koœciuszkowskie
Œródmieœcie;Solec;Zagórna
Œródmieœcie;Solec;Zajêcza
Œródmieœcie;Solec;Zgrupowania AK „Kryska” Aleja
Œródmieœcie;Stare Miasto;Aleja „Solidarnoœci”
Œródmieœcie;Stare Miasto;Boczna
Œródmieœcie;Stare Miasto;Boleœæ
Œródmieœcie;Stare Miasto;Brzozowa
Œródmieœcie;Stare Miasto;Bugaj
Œródmieœcie;Stare Miasto;Burmistrzowska
Œródmieœcie;Stare Miasto;Celna
Œródmieœcie;Stare Miasto;Daleka
Œródmieœcie;Stare Miasto;Dawna
Œródmieœcie;Stare Miasto;Dziekania
Œródmieœcie;Stare Miasto;Furmañska
Œródmieœcie;Stare Miasto;Garbarska
Œródmieœcie;Stare Miasto;Gêsta
Œródmieœcie;Stare Miasto;Gomulickiego Wiktora
Œródmieœcie;Stare Miasto;Grodzka
Œródmieœcie;Stare Miasto;Jezuicka
Œródmieœcie;Stare Miasto;Kamienne Schodki
Œródmieœcie;Stare Miasto;Kanonia
Œródmieœcie;Stare Miasto;Kapitulna
Œródmieœcie;Stare Miasto;Kapucyñska
Œródmieœcie;Stare Miasto;Kiliñskiego Jana
Œródmieœcie;Stare Miasto;Krzywe Ko³o
Œródmieœcie;Stare Miasto;Krzywopoboczna
Œródmieœcie;Stare Miasto;Miêdzymurze Jana Zachwatowicza
Œródmieœcie;Stare Miasto;Miêdzymurze Piotra Biegañskiego
Œródmieœcie;Stare Miasto;Miodowa
Œródmieœcie;Stare Miasto;Most Œl¹sko-D¹browski
Œródmieœcie;Stare Miasto;Mostowa
Œródmieœcie;Stare Miasto;Nowomiejska
Œródmieœcie;Stare Miasto;Nowy Przejazd
Œródmieœcie;Stare Miasto;Piekarska
Œródmieœcie;Stare Miasto;Piwna
Œródmieœcie;Stare Miasto;Plac Zamkowy
Œródmieœcie;Stare Miasto;Podwale
Œródmieœcie;Stare Miasto;Rynek Starego Miasta
Œródmieœcie;Stare Miasto;Schillera Leona
Œródmieœcie;Stare Miasto;Skwer 1 Dywizji Pancernej WP
Œródmieœcie;Stare Miasto;Szeroki Dunaj
Œródmieœcie;Stare Miasto;Œlepa (obecnie nie istnieje)
Œródmieœcie;Stare Miasto;Œwiêtojañska
Œródmieœcie;Stare Miasto;Tokarzewskiego-Karaszewicza Micha³a, gen.
Œródmieœcie;Stare Miasto;Tylmana Gamerskiego
Œródmieœcie;Stare Miasto;W¹ski Dunaj
Œródmieœcie;Stare Miasto;Wiadukt Stanis³awa Markiewicza
Œródmieœcie;Stare Miasto;Wodna
Œródmieœcie;Stare Miasto;Wójtowska
Œródmieœcie;Stare Miasto;Wybrze¿e Gdañskie
Œródmieœcie;Stare Miasto;Zapiecek
Œródmieœcie;Stare Miasto;ród³owa
Œródmieœcie;Œródmieœcie Po³udniowe;Aleja marsz. Józefa Pi³sudskiego
Œródmieœcie;Œródmieœcie Po³udniowe;Aleja Na Skarpie
Œródmieœcie;Œródmieœcie Po³udniowe;Aleja Niepodleg³oœci
Œródmieœcie;Œródmieœcie Po³udniowe;Aleja Przyjació³
Œródmieœcie;Œródmieœcie Po³udniowe;Aleja Ró¿
Œródmieœcie;Œródmieœcie Po³udniowe;Aleja Wyzwolenia
Œródmieœcie;Œródmieœcie Po³udniowe;Aleje Jerozolimskie
Œródmieœcie;Œródmieœcie Po³udniowe;Aleje Ujazdowskie
Œródmieœcie;Œródmieœcie Po³udniowe;Armii Ludowej, al.
Œródmieœcie;Œródmieœcie Po³udniowe;Boles³awa Prusa
Œródmieœcie;Œródmieœcie Po³udniowe;Cãlinescu Armanda
Œródmieœcie;Œródmieœcie Po³udniowe;Chopina Fryderyka
Œródmieœcie;Œródmieœcie Po³udniowe;Faustyna Czerwijowskiego
Œródmieœcie;Œródmieœcie Po³udniowe;Frascati
Œródmieœcie;Œródmieœcie Po³udniowe;Gomulickiego Wiktora
Œródmieœcie;Œródmieœcie Po³udniowe;Grabowskiego Antoniego
Œródmieœcie;Œródmieœcie Po³udniowe;Ho¿a
Œródmieœcie;Œródmieœcie Po³udniowe;Jaworzyñska
Œródmieœcie;Œródmieœcie Po³udniowe;Konopnickiej Marii
Œródmieœcie;Œródmieœcie Po³udniowe;Koszykowa
Œródmieœcie;Œródmieœcie Po³udniowe;Krucza
Œródmieœcie;Œródmieœcie Po³udniowe;ks. Ignacego Skorupki
Œródmieœcie;Œródmieœcie Po³udniowe;Ksi¹¿êca
Œródmieœcie;Œródmieœcie Po³udniowe;Lekarska
Œródmieœcie;Œródmieœcie Po³udniowe;Litewska
Œródmieœcie;Œródmieœcie Po³udniowe;Ludwika Waryñskiego
Œródmieœcie;Œródmieœcie Po³udniowe;Lwowska
Œródmieœcie;Œródmieœcie Po³udniowe;Marsza³kowska
Œródmieœcie;Œródmieœcie Po³udniowe;Maszyñskiego Piotra
Œródmieœcie;Œródmieœcie Po³udniowe;Matejki Jana
